# src K queryType(1=count,2=max) expectedResult
48867 1 2 -1
27200 4 1 70064
61465 1 1 2
39148 1 1 1
42470 4 1 75201
53910 3 2 79259
33757 1 1 35
70247 4 1 51741
56116 2 1 0
80171 4 2 -1
20836 4 2 81036
55648 4 1 31963
10763 1 2 58679
19187 2 2 37803
27959 3 1 40288
27105 2 2 70730
51567 2 2 59177
72778 2 2 -1
28742 4 1 69227
46762 1 1 2
18830 1 1 4
69202 2 1 36
71051 2 2 49402
15198 2 2 76022
29475 1 1 26
19403 2 2 76106
42292 2 1 62
5629 3 1 49195
77814 2 1 17
34765 4 1 70541
56574 1 2 15199
27675 2 2 72852
72267 4 1 27504
19177 1 1 10
68447 2 1 0
80730 4 1 1147
28333 2 2 73130
40870 2 1 125
71101 2 1 0
74160 3 1 1007
835 3 1 56029
77360 4 2 -1
2429 3 1 41640
68143 3 1 0
77527 1 2 -1
39385 4 1 68338
60782 1 1 1
40387 4 2 81900
15339 2 2 63484
706 2 1 10266
6997 2 1 1442
58097 3 2 80538
25163 3 1 0
39619 3 2 80033
64926 2 1 11
3317 1 2 9959
61646 3 2 -1
47631 1 1 1
59342 1 2 11099
26660 1 1 6
8605 1 2 41519
55501 2 2 55500
33635 4 2 81532
33132 4 1 68960
72107 1 2 -1
57889 2 1 0
4150 2 2 44411
4137 1 1 37
44921 2 2 61503
66917 3 2 80813
78975 3 1 503
63879 1 2 -1
68685 1 2 19700
1168 1 2 23787
15032 2 1 1600
43827 1 2 77588
30373 3 1 34469
10386 4 2 79809
65184 1 2 -1
37879 1 2 76148
39132 3 1 21310
81515 2 1 0
16645 1 1 4
13382 2 1 1145
79380 4 1 0
69711 4 2 82085
74710 4 2 82127
10725 2 1 123
41115 1 2 19504
79790 2 1 0
71260 3 2 -1
73568 1 1 1
17794 2 1 881
49703 3 1 2121
78462 1 2 48351
14390 4 2 81049
27307 1 2 1651
24502 4 1 75479
38258 1 1 3
81494 1 1 3
10748 2 1 0
22738 4 1 68826
41662 2 2 58947
15123 1 1 2
11182 2 1 390
62013 4 1 60316
26128 1 1 9
21876 2 1 1649
71206 4 2 -1
12716 4 2 81522
53144 1 2 10455
49355 4 2 81131
51012 2 2 51037
17106 4 2 82053
8720 2 2 77431
21120 3 2 79896
59643 1 1 2
42907 4 2 81900
34812 3 2 81197
60186 3 1 8421
50251 4 1 0
19156 1 1 10
72320 2 1 0
62559 2 1 6
68475 2 2 68476
42863 2 2 80380
7194 4 2 81432
81914 3 1 0
29777 4 2 80954
27445 3 2 78716
16198 4 2 81865
15867 2 1 435
39422 1 1 2
31213 4 1 63241
79026 3 2 60811
51588 2 2 -1
74755 3 2 69791
80280 4 2 80284
6378 2 2 -1
76958 3 2 73360
13180 2 1 489
36931 3 2 79222
79872 3 1 63
5470 4 2 82023
38507 2 2 38518
6523 4 1 75977
47761 2 2 74634
22990 2 2 23002
14457 1 2 23004
76102 2 1 0
50654 3 2 78322
2042 3 1 64793
65185 2 2 -1
52709 1 2 7705
36018 2 2 56592
35371 3 2 -1
20805 2 1 209
8177 4 1 79976
11826 3 1 30828
58031 1 1 7
75020 4 2 82131
11267 2 1 1294
6743 1 2 50875
48773 3 1 17601
28552 3 1 31295
43730 1 2 4921
69093 4 2 79682
66490 3 1 0
58535 4 2 81419
80674 3 2 80675
23147 1 2 16999
68931 2 2 44702
63749 1 2 14245
54512 3 1 278
3832 1 2 39916
41025 4 2 81714
77994 3 2 -1
2581 3 1 40651
51638 3 1 15012
29113 4 2 81553
63044 4 1 54866
11814 1 1 111
63288 1 1 1
7435 1 2 13930
70601 1 1 0
3407 4 1 80915
5666 3 2 81485
25092 2 1 1519
75645 3 1 1641
26505 2 2 72545
43169 3 2 77556
51742 3 1 0
3880 3 2 79755
43539 1 2 19212
14799 1 2 226
60102 3 1 3628
43333 1 1 2
54362 2 2 54378
50341 2 2 50359
14549 4 1 73012
75515 1 1 1
26183 1 1 1
62515 1 2 13405
46705 3 1 25294
60390 2 2 60389
9589 1 1 17
73181 3 1 245
76425 3 2 38805
15994 4 2 81893
26639 2 2 73978
32930 2 2 32944
18316 1 2 30440
13403 1 1 65
73495 1 1 1
36701 2 1 202
57241 4 1 0
46505 3 1 0
76325 1 1 2
25563 2 1 33
55182 4 2 79349
47663 3 1 29110
24127 1 2 10426
37500 2 1 230
47997 3 2 80716
71743 1 2 71744
65034 1 2 29730
13753 3 1 23584
76768 1 1 0
56030 2 2 -1
36929 3 2 75917
4042 3 2 81158
14016 3 1 38494
27938 3 2 80475
61720 3 2 80265
74323 3 1 5515
12161 2 2 57293
60924 4 2 -1
74308 1 2 31726
1211 2 1 5485
48542 2 2 70536
31819 4 2 81947
65584 3 2 80675
58032 3 2 79835
28036 2 2 73048
71356 1 1 0
44377 2 1 68
67819 2 2 18779
15620 2 1 201
9472 4 1 77586
57602 4 1 54538
66060 4 2 81713
60726 3 1 0
43162 2 2 43164
28477 3 2 73184
11437 1 1 7
4551 4 1 78560
12916 3 2 61792
41445 1 2 12223
78194 2 1 0
67847 2 2 50725
58865 1 1 0
61192 3 2 79542
25993 1 2 62113
24143 4 2 81469
60277 1 2 30106
49990 3 1 5372
69351 1 2 20917
70309 3 2 81137
76000 1 1 1
3320 3 1 21247
53463 1 2 8130
17948 3 1 29515
38826 4 2 81408
60231 3 1 12590
72233 3 2 75575
12963 1 1 4
66617 2 2 -1
76312 1 1 1
81494 2 2 81493
37528 2 1 201
65602 2 1 12
33332 2 2 74857
78929 3 2 74942
2251 2 1 2209
27027 3 2 80814
9583 4 1 77326
12224 1 1 47
29299 1 2 18342
77928 3 1 0
4141 3 1 22302
70871 2 2 -1
71147 1 2 81212
59840 4 1 45330
5577 3 2 81575
39451 4 2 81089
28647 4 1 63206
66830 1 2 17457
24398 2 1 257
50755 3 1 3793
64994 1 2 55447
17482 2 2 74980
74854 1 2 -1
81110 3 1 11
46118 3 2 75818
11801 1 1 8
16559 3 2 79131
13288 3 1 48389
12191 4 2 81745
10737 1 2 5420
50975 4 1 63095
52224 4 2 -1
40733 2 2 77621
34808 3 1 17749
58959 2 1 6
67136 1 2 17846
44565 4 1 57596
1132 4 1 73325
63668 4 2 80147
10931 1 2 52094
50639 1 2 33824
58901 2 1 63
46691 4 2 81592
46694 3 1 19313
66844 2 2 66843
1620 1 2 27010
37534 3 1 8885
39390 2 1 0
49252 2 2 66245
20655 2 2 79262
23610 1 1 7
11110 2 1 2329
80818 4 2 80145
17138 1 1 15
46202 1 2 5347
54659 4 1 53717
24845 3 2 80500
30562 1 1 4
74233 2 2 74244
68681 3 1 572
62532 1 2 -1
20104 1 1 8
69603 4 2 80940
32317 1 1 13
68045 1 1 1
72069 4 2 81589
63644 3 1 77
59473 2 1 33
36784 4 1 0
66255 3 2 80743
26498 3 2 81297
20541 2 2 20591
26028 2 2 53526
31673 3 2 -1
23097 4 1 71923
64824 2 1 81
15043 3 2 81469
50227 1 2 50228
29483 2 2 69516
75652 2 1 31
37420 1 2 76027
9247 1 2 55869
21058 2 2 70857
31362 2 1 15044
47356 2 1 38
6041 2 2 78609
61954 2 2 61959
44722 1 1 1
5419 3 1 29281
58760 2 1 0
24309 1 2 71295
72255 3 2 80626
28718 2 2 28717
37841 1 2 37840
46660 2 2 53705
767 4 1 76120
42968 2 1 468
14621 3 1 38257
40502 3 1 7656
42498 2 1 2252
71805 4 1 0
54469 3 2 80979
72377 1 2 26728
43723 1 2 62808
76298 3 2 67178
2147 4 2 81821
38445 4 2 82013
61108 3 2 76733
53502 1 2 37919
8733 4 2 82003
21304 3 1 21253
81171 4 1 66
9490 1 1 14
6862 4 2 79118
10450 3 1 52588
61991 4 2 82013
49853 3 2 78680
57265 2 1 0
77990 4 1 23890
40736 3 1 11660
47058 1 1 7
74255 3 1 354
37387 4 1 68847
39643 1 1 8
7856 2 1 1194
35790 1 2 45434
76448 3 1 1955
67306 2 2 67307
12404 2 2 44492
35983 1 1 9
19360 2 2 80947
65472 1 2 15974
61313 1 2 79627
27181 2 2 27198
65641 4 2 80727
5544 4 2 81930
63248 3 2 -1
19641 2 2 19696
80021 2 2 -1
50713 3 2 78842
58466 2 2 -1
71218 3 2 71219
16984 1 1 1
22760 2 1 48
49402 1 1 5
35891 2 1 3955
45836 2 1 0
66745 2 1 20
18562 3 2 79219
76407 3 2 76406
15791 4 1 75867
67906 2 1 435
65864 4 2 81126
45890 3 1 13451
6749 4 1 70592
20608 3 2 69222
56017 4 1 64981
11560 2 1 1577
32463 4 2 81789
68706 2 2 68705
9718 2 2 9761
28 3 2 78847
17397 3 2 67940
45406 2 1 64
13503 4 2 81960
25345 4 1 69357
59557 3 1 4710
40167 2 1 6
58701 4 1 0
81199 1 1 0
81218 2 2 71238
28561 1 2 1853
73302 1 1 1
29504 1 1 1
40297 3 2 -1
68607 4 2 -1
50715 1 1 1
68222 3 2 76192
35321 4 1 61837
16459 3 2 -1
5057 4 2 -1
19157 3 2 80935
5188 3 1 29843
29680 2 2 33328
74400 3 2 74401
5796 3 2 80752
8123 3 1 47502
29825 4 1 72935
68322 2 1 73
25988 4 1 69324
23806 1 2 38707
17043 2 1 1431
68993 1 2 20189
74777 2 1 0
10976 1 1 3
70404 1 1 0
77707 4 1 121
2017 2 1 6763
4792 3 2 80874
51586 4 1 61425
10707 3 1 4550
3543 4 2 77205
35031 2 2 35054
57851 4 2 81297
65867 1 1 0
73705 3 1 1832
14591 4 2 81851
727 4 1 79723
10929 1 2 17199
80378 4 2 -1
34318 4 1 0
47934 1 2 -1
81103 1 2 69992
13265 1 2 41321
79622 4 2 -1
61892 4 1 43363
9215 2 2 73819
77462 1 2 43196
25008 1 1 71
24976 3 1 14658
27626 1 2 72832
59789 1 2 31917
63645 3 1 2
7526 4 1 69220
68049 3 2 80922
59117 1 1 3
81383 2 1 3
74656 4 1 46227
75701 1 1 1
41954 4 1 72866
595 1 2 19374
62665 4 1 52685
15882 3 2 81218
23769 1 1 1
44912 4 1 72573
46073 4 2 81565
43005 4 1 68378
28400 1 2 73149
23535 1 2 14207
81029 4 1 2
28251 1 1 2
48037 3 2 80739
71621 3 1 139
70400 1 2 -1
10702 1 2 -1
9336 2 2 79557
36021 3 2 76062
49111 3 1 2978
42719 1 2 72420
80103 4 2 72166
3513 4 2 81958
44140 3 2 77654
77658 1 1 1
31007 4 2 81720
26393 1 2 8100
9107 2 2 67280
52066 3 1 7363
16138 3 1 27094
44527 3 2 77724
78422 3 2 -1
29086 3 1 29658
3435 2 2 76405
28942 4 2 81403
57557 2 2 55551
53014 3 2 71892
43890 3 2 77605
9719 2 1 1929
75164 3 1 5118
36113 3 2 75715
20365 2 2 71256
74632 3 1 4403
27499 4 1 49791
46157 4 2 80823
41034 3 1 20177
24596 2 1 0
58382 3 2 77780
46228 4 2 -1
56799 2 1 64
58436 4 2 80907
32376 3 1 48815
77924 1 2 -1
46737 1 2 78118
73970 1 2 -1
27472 3 1 25709
26849 2 2 39762
2765 3 2 80410
29283 4 1 54919
769 3 1 45677
2972 1 2 36150
18653 4 2 81858
39339 2 1 335
42399 2 2 75817
14706 4 2 81877
76631 1 2 39517
63767 2 2 -1
7847 3 1 53649
9930 2 2 76871
35863 1 2 -1
555 4 1 79197
66922 4 2 78148
10619 3 1 42830
59274 2 2 66245
26739 1 2 2494
53019 3 2 75563
7373 2 2 79067
67863 4 2 81456
39220 4 2 81693
7642 4 1 69786
33760 1 2 2617
4381 4 1 79901
30782 3 2 78649
54712 1 2 23226
19462 3 2 81277
56411 3 2 79592
46950 4 1 0
9677 1 2 50547
4581 4 2 81868
51153 4 2 81072
22936 3 2 78104
13163 3 1 0
46057 2 2 79108
42578 4 2 81753
74599 3 1 6598
2413 2 2 74279
2105 1 2 30125
58408 4 1 60803
79731 2 2 57408
64280 3 1 58
58703 3 2 75384
21577 3 2 -1
48114 3 1 12736
32980 3 1 11428
37792 4 2 81897
22301 2 1 0
13777 3 2 79178
47819 2 2 78382
23290 4 2 81665
44252 3 2 77919
57089 1 1 1
66273 4 1 55612
81653 4 1 0
56325 4 1 0
12178 4 1 64806
22784 3 2 70536
57853 4 2 81297
72388 1 2 70137
15111 1 2 21969
24161 1 2 31330
67313 3 1 3966
80308 2 2 62224
18161 1 1 6
24502 2 2 75821
58645 3 2 78411
8998 3 1 18549
70192 2 2 70193
52021 1 1 1
1831 2 2 59710
72782 4 1 37050
55568 1 1 1
51507 2 2 51510
76508 1 1 1
10683 1 1 0
33172 2 1 842
11017 2 2 66838
76920 1 1 3
9491 1 1 27
58759 2 1 0
368 1 1 139
54154 4 2 81536
25496 1 1 8
30936 3 2 74038
37493 4 1 56654
10292 2 2 69690
17207 4 1 69560
80771 1 2 77763
19276 4 1 77246
35670 4 2 81394
36486 2 1 235
81335 1 2 72518
32959 3 1 23117
74123 3 2 -1
21498 3 1 19543
27197 4 2 81394
25032 1 2 54787
41964 1 1 0
54646 4 1 0
56747 1 2 79647
71820 3 1 7238
74353 4 2 77332
50830 3 2 78860
11539 2 2 71276
14692 1 1 50
28615 4 2 80955
15629 3 1 12432
26708 1 1 2
67300 4 2 81580
20842 2 1 446
68906 1 1 0
57442 3 1 1
3650 2 1 5691
52772 3 2 75147
8789 2 2 79421
17459 3 1 40682
47085 1 2 27456
81099 4 2 77493
61082 4 2 -1
67067 2 1 59
21360 4 1 74143
38931 4 1 77635
81426 4 2 79648
8071 2 2 69741
15540 1 1 16
19787 3 1 19870
22606 1 1 0
46936 3 2 78177
17358 4 2 81899
28074 4 1 70217
49377 2 2 67805
20661 1 2 15044
36495 4 1 53020
30815 2 2 56272
58453 3 1 2845
33161 4 1 0
9716 4 2 80154
47098 4 1 0
51990 1 2 6988
36538 1 2 13256
7213 2 2 57205
68371 3 2 -1
4134 1 2 24730
73889 3 2 73888
80032 3 1 182
34731 2 2 77890
66425 1 2 38673
71997 3 2 73861
81542 2 1 15
10940 3 1 37142
24485 4 2 81234
1067 4 2 82075
61597 1 1 1
48521 3 2 78497
3985 1 2 23226
47322 3 2 80335
51514 1 2 6670
67262 3 2 80842
57225 3 2 72738
17221 3 1 10871
27937 4 1 66975
41831 2 2 41840
48340 4 1 56799
43601 1 1 1
28754 3 2 -1
48367 2 2 78466
13231 3 1 40277
42495 1 1 13
10635 1 2 58437
76928 1 2 40835
27412 1 2 1662
45591 3 1 13937
35454 2 1 294
27228 2 1 785
67808 3 2 80901
53015 3 1 4277
80907 3 1 29
68827 1 1 0
38889 1 1 2
37207 4 1 71730
5409 3 1 16818
7869 1 1 46
25958 3 1 7807
26145 3 2 78863
26442 1 2 45003
25596 4 1 67309
40524 1 1 8
15764 4 2 81820
36370 3 2 73212
7244 1 2 15115
64471 2 1 0
40473 3 1 16843
69586 2 1 5
15210 3 2 64791
38674 4 2 81089
17733 1 1 35
53412 1 2 43243
39709 3 1 14219
52960 3 1 21410
27250 2 2 76743
48137 4 1 46642
46412 1 2 78070
73664 4 1 40077
73704 2 1 14
61914 1 1 0
61293 1 2 -1
23524 2 1 879
33365 1 1 15
57857 3 2 -1
79332 3 1 1267
66201 3 1 6298
22995 1 2 61489
8419 1 1 76
33837 4 2 81651
45687 4 1 61567
34523 4 2 81735
10514 1 2 58210
1102 2 2 70808
6256 3 1 52414
64800 1 2 15274
41548 3 1 6556
42367 2 2 78842
70382 3 1 1108
26205 3 2 78852
21182 2 2 74547
62619 4 1 55389
65936 4 1 49090
3412 1 1 11
1875 4 1 75301
5752 2 2 71582
1353 3 2 79394
14691 4 2 80524
10794 3 1 51266
75930 2 1 2
41708 1 2 -1
20800 2 2 69319
37909 1 2 33897
15438 2 2 -1
18482 4 2 81447
54213 2 1 0
5435 2 2 60985
59321 4 2 81118
31498 4 2 81884
35825 3 1 20305
38179 4 1 66674
54412 2 1 0
4409 4 2 81739
26751 3 1 29486
56572 1 2 18613
23227 2 2 73898
26370 3 1 10255
11586 4 1 68223
5322 3 1 60433
29299 4 2 81661
46501 3 1 7500
9777 2 1 881
21390 2 2 67152
9587 1 2 36911
7833 3 2 81218
63620 3 1 0
78113 4 1 17032
35282 2 1 163
24124 3 1 29345
61527 4 1 39961
11345 1 2 59655
66400 4 2 79488
44484 3 2 77719
35771 3 1 7750
46540 4 2 81406
29377 4 2 -1
42733 1 1 2
25762 3 1 54241
40100 1 2 3888
13877 3 2 80433
55283 2 1 22
31629 4 1 69361
39465 2 2 65247
76575 2 2 39226
22553 3 1 12082
55 1 2 8751
32873 2 1 1119
66205 4 1 26334
33734 4 1 64212
11656 2 2 11706
16493 1 1 3
61779 1 1 1
61607 1 2 43262
34815 2 2 74546
60107 2 1 116
19622 1 2 -1
64210 4 2 81151
71918 3 2 79894
370 1 1 53
23762 2 1 1
3196 1 2 15746
76349 4 1 30144
8572 1 2 2494
45853 3 2 77982
72379 2 1 28
59896 2 2 -1
42487 4 1 74603
77400 1 2 -1
60156 3 2 76531
6849 4 1 72749
56866 1 1 1
31113 1 2 10775
12884 1 2 34396
34414 3 1 30494
71492 1 2 81240
76693 4 1 22239
27862 3 2 -1
4331 1 1 1
44648 2 1 227
25761 3 1 37142
51259 1 1 1
53472 3 2 -1
4677 1 1 128
80865 1 2 67460
50617 2 2 50619
60148 3 2 76531
34457 4 2 82001
73300 4 2 81398
45771 4 1 56550
37289 1 1 1
38409 2 1 10
18385 1 1 2
61716 1 1 0
76675 4 1 42313
22419 2 1 1
39291 2 2 -1
57888 2 1 31
42249 2 2 66063
46144 1 1 1
13444 4 1 77587
10974 3 2 80075
81552 1 2 75034
2956 2 1 9266
55612 3 2 79464
39710 1 1 10
78345 4 1 24972
6458 2 1 2694
6853 2 1 2794
18320 3 2 81621
45615 1 2 -1
3203 4 2 81959
25368 3 1 23839
41941 3 2 77143
801 3 2 81044
47965 2 2 76083
9969 2 2 67124
32449 4 2 81501
60303 4 1 64222
9972 4 2 81753
36145 1 1 5
56235 4 2 81419
46404 2 1 686
54437 3 1 0
6772 3 2 52787
10131 1 2 19915
81720 2 2 81719
9569 2 2 66874
77470 2 1 2
7612 1 2 5706
81741 4 2 77216
13934 4 1 77904
18706 1 1 14
34629 3 1 8506
20431 2 1 487
44135 3 2 77653
31385 4 2 81817
12818 3 2 61691
23977 1 2 68930
78894 1 1 1
9921 4 1 76569
8859 1 1 166
74408 1 1 2
26708 4 2 81590
4922 1 2 43732
13541 4 2 81933
55673 4 1 30536
59072 1 2 20065
2486 4 1 76615
7086 3 2 81394
70027 1 1 2
68047 3 2 80922
48380 1 1 0
54545 4 1 64404
35233 1 2 75452
11294 2 2 77498
9425 2 1 906
44990 1 1 3
68295 4 2 -1
2 3 2 -1
40958 2 1 22
20707 1 2 69279
78322 1 2 -1
67421 1 2 18171
40612 4 1 49656
9491 3 1 36117
6791 4 1 71778
51883 4 2 81890
65629 4 2 81318
9967 3 1 10733
74163 4 2 80801
56131 3 1 8146
19971 4 1 62796
49228 4 2 81741
28261 2 1 0
81371 2 1 0
56176 1 1 0
33012 2 2 60873
75133 2 1 41
73273 1 1 1
17276 4 2 80795
7310 4 1 76123
10391 2 2 66917
10892 2 1 307
36142 4 2 -1
47553 1 2 18206
41002 4 2 -1
70658 1 2 -1
39994 1 1 2
33725 3 1 13425
56565 1 2 9572
11595 3 2 81288
68187 2 1 100
35645 3 1 22815
69619 2 2 77687
30783 2 2 60873
53175 1 2 42784
17323 3 1 7972
64222 2 1 43
12213 4 1 76458
46930 2 2 77943
72723 1 2 -1
79944 2 1 0
68950 1 1 1
12120 4 2 81651
5295 1 2 45874
77116 3 1 71
21605 2 2 75100
46371 2 1 686
60776 2 1 0
40969 1 1 2
72302 1 1 1
15928 3 1 40355
34416 1 1 2
29047 1 1 4
67042 3 1 3750
80758 4 2 79259
44563 1 1 5
69672 3 2 50669
2810 1 2 34753
71688 1 2 25193
11162 3 2 81053
7219 1 2 52181
44433 3 1 0
66188 4 1 0
36558 3 2 80350
34413 4 1 65293
53911 4 1 0
69224 2 2 65758
27624 1 2 15213
57745 2 2 79793
12516 3 2 79003
24843 1 1 0
21514 4 1 66085
28797 2 2 73528
81406 1 1 2
13663 1 2 55139
75008 1 1 0
75591 1 1 1
25192 3 1 10725
7446 1 2 24738
57632 2 2 57638
16365 1 2 13682
15704 4 1 71472
1195 4 2 81910
34012 4 1 50643
21686 3 1 19230
28743 2 2 28755
2402 3 1 34017
52551 4 1 41551
14915 2 1 6437
65908 2 1 0
34112 4 2 81962
62175 1 1 2
76121 1 1 1
31958 4 2 81501
49932 4 2 81138
1403 3 2 80565
38636 4 1 76800
47829 3 2 80277
40232 3 2 77890
25651 4 2 80908
55872 1 1 3
13739 2 1 4624
48356 2 1 0
37606 1 2 64690
44135 4 1 66900
17357 4 1 67294
76853 4 1 12066
21534 3 2 79947
32872 2 2 32897
69103 1 1 1
37412 3 1 7306
69930 3 1 461
77924 4 2 -1
14728 3 2 81635
81686 3 1 11
61756 4 2 -1
36821 4 1 71878
22745 2 1 2926
24853 1 1 5
56893 2 1 22
68049 3 2 80922
79431 2 2 -1
55654 3 2 79891
55381 2 1 106
14648 1 1 16
79646 3 1 6
7436 2 1 1860
60194 1 1 3
63295 3 2 -1
69409 4 1 31415
17157 2 1 6731
65888 4 2 81612
70880 4 1 34853
43988 2 2 77625
27213 3 1 25777
4477 3 2 80358
49395 1 1 3
12755 2 2 56594
58905 2 2 77394
11254 3 1 57563
2015 3 1 41881
28343 3 2 79601
34381 4 2 81913
18263 1 1 7
43306 4 1 57633
148 3 2 80143
72914 4 2 80062
20140 4 2 81947
61521 4 2 82007
30697 1 1 3
9795 4 1 63843
69754 1 2 21497
51529 1 1 0
35950 2 1 362
19544 1 2 611
25287 3 1 23655
68184 2 2 19197
45312 1 2 5184
80770 3 2 66558
29480 1 1 3
42503 2 2 42626
61358 2 1 36
22117 2 1 2645
58706 2 1 115
55006 3 1 0
69918 4 2 81089
45798 4 2 80190
43013 2 1 699
53450 1 1 0
45382 3 1 10418
760 3 2 79401
17290 4 1 77563
56921 2 2 -1
32535 1 1 3
16105 4 1 77629
42029 4 2 -1
10447 1 1 84
77947 2 1 19
19642 3 2 79118
67643 1 1 4
25017 1 1 1
13313 4 2 80345
15167 4 1 74525
7523 2 2 72150
81060 2 2 69639
22694 3 1 11708
22391 4 1 72073
24312 1 1 2
20874 2 1 117
1597 1 2 26873
79415 3 2 79414
24815 1 1 19
24714 3 2 80683
61824 2 2 61959
20684 2 2 69265
13092 3 1 47074
25457 4 2 81268
62894 2 1 11
78627 4 2 -1
52137 4 2 81291
37361 1 2 40094
20372 4 1 66724
57920 3 1 10636
37 1 2 7782
41420 3 2 72401
34600 2 1 56
5167 4 1 80391
69687 1 2 69689
50903 4 2 80073
56768 1 1 0
33439 2 2 33450
44674 1 1 0
45371 3 1 18458
37297 2 1 12
34743 1 2 5952
75117 4 1 20036
75312 4 2 81578
2963 2 1 1986
13866 1 2 63193
62403 1 2 18079
32813 2 1 378
4512 4 1 75967
16630 4 2 80712
74519 1 2 32348
67957 4 2 80019
78561 1 2 49020
11351 1 2 36448
55184 2 1 8388
69180 3 2 78380
10778 2 2 76312
2108 2 1 2568
75787 2 1 9
14367 4 1 76089
69868 3 1 690
59949 1 2 11528
62543 3 2 75148
27610 4 1 71120
73374 3 2 76507
77779 4 2 79712
67381 3 1 4627
12780 3 2 80387
1509 2 1 14350
34346 4 1 71716
46874 1 2 5477
78467 4 2 77733
60313 1 2 11723
69778 2 1 3
19116 2 2 79570
30782 4 2 81474
69035 4 1 22749
8080 4 2 81908
13908 1 1 8
78287 4 1 0
38314 2 2 66894
15831 3 2 65385
62451 1 1 0
35794 1 2 2937
53863 2 2 20848
2620 3 2 80853
35057 3 1 28113
53024 2 2 66887
24074 1 2 1227
45439 3 2 74181
48926 1 2 78541
74877 2 1 2
81371 1 1 0
38736 3 2 80188
9834 1 1 97
79409 1 1 2
5899 3 2 80521
38773 2 1 0
74723 3 2 82128
4311 3 1 57145
41616 3 2 -1
6083 3 1 19278
2580 3 1 35149
57395 2 1 0
53171 3 1 12793
14635 4 2 80524
54079 4 1 64514
51012 4 2 81875
14260 4 1 77561
42676 4 1 74665
15120 4 1 0
32430 2 2 47833
2176 3 2 64247
61918 3 2 80277
77442 3 1 3928
6610 1 1 2
78947 1 1 2
47993 2 2 47995
71437 2 1 95
51616 2 2 60516
4482 3 1 35467
72936 3 2 -1
43284 1 1 5
42718 1 2 74109
61480 2 1 67
22821 4 1 0
14318 3 2 80475
52672 4 1 0
68754 2 1 162
2837 2 1 2101
40077 4 2 80973
29669 1 2 2024
4150 3 2 77705
26016 1 1 1
39236 2 1 303
36943 3 1 13418
81007 2 1 0
23244 4 2 81175
38985 1 1 1
53836 3 1 9313
42865 4 2 82067
60848 4 1 48236
66134 1 2 16836
43744 2 1 24
39159 1 2 3525
16450 1 2 65844
44358 4 1 65394
57813 1 1 1
6806 2 2 7782
39220 3 1 18526
27588 1 2 19298
24188 4 1 67727
4019 4 2 82125
7973 2 2 78931
11136 4 1 76956
31285 4 2 81913
66720 1 2 -1
59155 4 1 52363
59052 3 2 76349
17790 2 1 700
49950 4 2 81431
61451 1 2 12641
68226 4 1 32359
46728 2 1 289
25103 4 2 82075
76621 1 1 1
25825 1 2 -1
37271 1 1 8
66433 3 2 80757
23572 3 1 9024
15150 2 1 316
53664 4 2 79961
36948 3 2 80233
76772 1 1 1
39384 1 2 13866
18157 4 2 81739
1756 2 1 3106
58051 2 2 58056
78210 3 1 0
4535 4 2 77205
47367 1 1 9
59812 1 1 3
13280 3 1 7275
53251 2 2 53252
10207 4 2 81666
16226 1 2 328
27206 1 1 9
41340 4 1 26592
43351 4 2 81571
75320 2 2 75319
35157 2 1 36
46707 4 2 81674
27657 4 2 79936
76095 2 2 49586
72154 4 1 22774
27050 4 1 45965
82016 4 1 217
38165 1 1 2
49608 3 1 0
11179 1 1 3
24783 2 1 496
50298 1 1 3
69835 2 1 12
8118 1 1 32
56911 2 1 505
15185 1 1 218
50613 1 2 15696
386 2 1 565
76281 1 1 1
61394 2 2 70254
56414 1 1 3
62694 4 1 54945
38735 3 2 79509
12109 3 1 13904
34622 4 1 62688
2597 2 1 4504
69519 4 1 53630
43151 4 1 57022
44772 4 1 57120
63832 1 2 -1
26372 4 1 65689
42722 1 1 1
9777 4 2 81806
20968 2 2 69413
11292 3 1 15678
79459 1 1 1
27703 2 2 27715
67650 1 2 80882
22257 1 1 2
51672 1 2 -1
22113 3 2 79070
15588 1 2 65073
61142 2 2 -1
6704 1 2 51599
47361 4 2 -1
11441 1 1 7
14677 3 1 24634
67264 1 2 50750
71939 1 1 1
18526 1 1 6
22394 2 1 3381
19159 3 1 36128
6212 1 2 50014
77061 1 1 1
44239 1 2 77670
10532 3 1 53384
66540 3 2 80765
3271 3 2 42296
5539 2 2 76207
74142 1 1 1
68684 1 1 1
5607 3 1 63326
51939 3 1 0
7399 3 1 46782
25117 3 2 79199
7498 3 1 20834
50624 1 2 23910
38619 1 1 8
38034 3 2 77706
55264 1 1 1
4722 1 2 42163
41679 4 1 64454
26707 1 1 5
41476 1 2 77034
24154 3 2 71196
14439 4 1 71432
26962 3 2 -1
37763 2 1 945
64094 3 1 0
42036 1 2 -1
33270 4 2 81519
31541 2 2 56718
77078 3 2 59549
23769 2 1 13
20156 1 1 3
50481 4 1 61324
46336 4 2 81813
37909 4 1 70912
47655 2 2 53229
64182 3 1 5293
46514 3 2 78264
80981 4 1 3985
1160 2 2 2437
10846 2 1 1823
19924 2 1 1103
80274 4 2 -1
40983 4 2 81623
66615 2 1 42
51999 2 1 378
37656 4 2 82067
1212 2 2 62634
78784 4 1 14813
36427 1 2 3021
61160 3 2 80203
81701 1 2 -1
26797 2 1 4116
14780 2 2 65949
33359 3 2 79324
43463 1 1 0
16571 1 1 0
19142 1 2 -1
39199 2 1 212
31218 1 1 12
